27/07/20 20:05
Données du projet

                           	Segments	  Mots	Caractères (sans espaces)	Caractères (avec espaces)	Nombre de fichiers	
Total :                    	   33721	150081	                   960554	                  1051923	               112	
Restants :                 	   33721	150081	                   960554	                  1051923	               112	
Segments uniques :         	    6923	 51246	                   279205	                   319346	               110	
Segments uniques restants :	    6923	 51246	                   279205	                   319346	               110	


Statistiques par fichiers :

Nom du fichier                                              	Total segments	Segments restants	Segments uniques	Segments uniques restants	Total mots	Mots restants	Mots uniques	Mots uniques restants	Total caractères (sans espaces)	Caractères restants (sans espaces)	Caractères uniques (sans espaces)	Caractères uniques restants (sans espaces)	Total caractères (avec espaces)	Caractères restants (avec espaces)	Caractères uniques (avec espaces)	Caractères uniques restants (avec espaces)	
script/training effect 200%.txt                             	             7	                7	               3	                        3	        42	           42	          35	                   35	                            335	                               335	                              187	                                       187	                            368	                               368	                              217	                                       217	
script/unlimited natural resources.txt                      	             6	                6	               3	                        3	        45	           45	          42	                   42	                            358	                               358	                              236	                                       236	                            393	                               393	                              270	                                       270	
text/guide/EXTERN.txt                                       	             7	                7	               7	                        7	        54	           54	          54	                   54	                            291	                               291	                              291	                                       291	                            338	                               338	                              338	                                       338	
text/guide/FARMCROP.txt                                     	             9	                9	               9	                        9	        62	           62	          62	                   62	                            311	                               311	                              311	                                       311	                            364	                               364	                              364	                                       364	
text/guide/FARMLIVE.txt                                     	             3	                3	               3	                        3	        11	           11	          11	                   11	                             67	                                67	                               67	                                        67	                             75	                                75	                               75	                                        75	
text/guide/FARMPROC.txt                                     	            13	               13	              13	                       13	       167	          167	         167	                  167	                            835	                               835	                              835	                                       835	                            987	                               987	                              987	                                       987	
text/guide/FOREST.txt                                       	            10	               10	              10	                       10	        73	           73	          73	                   73	                            353	                               353	                              353	                                       353	                            416	                               416	                              416	                                       416	
text/guide/INV.txt                                          	             5	                5	               3	                        3	        25	           25	          21	                   21	                            133	                               133	                              106	                                       106	                            153	                               153	                              124	                                       124	
text/guide/LABEL.txt                                        	             7	                7	               7	                        7	       121	          121	         121	                  121	                            633	                               633	                              633	                                       633	                            747	                               747	                              747	                                       747	
text/guide/MFT.txt                                          	            19	               19	              10	                       10	       197	          197	         135	                  135	                            987	                               987	                              692	                                       692	                           1165	                              1165	                              817	                                       817	
text/guide/MINE.txt                                         	            10	               10	               1	                        1	        73	           73	           2	                    2	                            352	                               352	                               12	                                        12	                            415	                               415	                               13	                                        13	
text/guide/OIL.txt                                          	            10	               10	               1	                        1	        74	           74	           3	                    3	                            359	                               359	                               19	                                        19	                            423	                               423	                               21	                                        21	
text/guide/PROJCODE.txt                                     	             5	                5	               5	                        5	        20	           20	          20	                   20	                            106	                               106	                              106	                                       106	                            121	                               121	                              121	                                       121	
text/guide/PROJECT.txt                                      	            10	               10	               6	                        6	        44	           44	          27	                   27	                            244	                               244	                              162	                                       162	                            278	                               278	                              183	                                       183	
text/guide/PUR.txt                                          	            19	               19	              13	                       13	       207	          207	         161	                  161	                            955	                               955	                              743	                                       743	                           1142	                              1142	                              890	                                       890	
text/guide/RADRD.txt                                        	             7	                7	               6	                        6	        31	           31	          29	                   29	                            184	                               184	                              171	                                       171	                            208	                               208	                              194	                                       194	
text/guide/RD.txt                                           	             7	                7	               1	                        1	        31	           31	           5	                    5	                            184	                               184	                               35	                                        35	                            208	                               208	                               39	                                        39	
text/guide/SALE.txt                                         	            17	               17	               6	                        6	       180	          180	          55	                   55	                            846	                               846	                              276	                                       276	                           1008	                              1008	                              325	                                       325	
text/guide/TECH.txt                                         	             7	                7	               6	                        6	        30	           30	          29	                   29	                            184	                               184	                              175	                                       175	                            207	                               207	                              198	                                       198	
text/guide/TECHCODE.txt                                     	             7	                7	               2	                        2	        28	           28	          10	                   10	                            166	                               166	                               65	                                        65	                            187	                               187	                               73	                                        73	
text/guide/WAREINV.txt                                      	             5	                5	               3	                        3	        27	           27	          23	                   23	                            146	                               146	                              119	                                       119	                            168	                               168	                              139	                                       139	
text/guide/WAREPUR.TXT                                      	            16	               16	               3	                        3	       167	          167	          36	                   36	                            776	                               776	                              170	                                       170	                            926	                               926	                              203	                                       203	
text/guide/WARESALE.txt                                     	            17	               17	               3	                        3	       179	          179	          23	                   23	                            853	                               853	                              122	                                       122	                           1014	                              1014	                              142	                                       142	
translate/gm_help.txt                                       	           459	              459	             350	                      350	      2912	         2912	        2884	                 2884	                          15397	                             15397	                            15159	                                     15159	                          17962	                             17962	                            17701	                                     17701	
translate/help.txt                                          	          3652	             3652	            2298	                     2298	     15724	        15724	       14401	                14401	                          82905	                             82905	                            74989	                                     74989	                          96113	                             96113	                            87085	                                     87085	
translate/t_basic.txt                                       	            16	               16	              16	                       16	        60	           60	          60	                   60	                            338	                               338	                              338	                                       338	                            342	                               342	                              342	                                       342	
translate/t_game.txt                                        	          2109	             2109	            2086	                     2086	     10773	        10773	       10734	                10734	                          65295	                             65295	                            65065	                                     65065	                          71172	                             71172	                            70912	                                     70912	
tutorial/script/tutorial 1.txt                              	           106	              106	               7	                        7	       458	          458	          56	                   56	                           3444	                              3444	                              319	                                       319	                           3773	                              3773	                              366	                                       366	
tutorial/script/tutorial 2.txt                              	           102	              102	               3	                        3	       443	          443	          29	                   29	                           3348	                              3348	                              161	                                       161	                           3665	                              3665	                              185	                                       185	
tutorial/script/tutorial 3.txt                              	            96	               96	               2	                        2	       446	          446	          50	                   50	                           3317	                              3317	                              272	                                       272	                           3642	                              3642	                              317	                                       317	
tutorial/script/tutorial 4.txt                              	            96	               96	               4	                        4	       456	          456	          66	                   66	                           3332	                              3332	                              351	                                       351	                           3668	                              3668	                              410	                                       410	
tutorial/script/tutorial 5.txt                              	            88	               88	               6	                        6	       427	          427	          88	                   88	                           3090	                              3090	                              436	                                       436	                           3405	                              3405	                              512	                                       512	
tutorial/script/tutorial 6.txt                              	            89	               89	               7	                        7	       469	          469	         121	                  121	                           3323	                              3323	                              623	                                       623	                           3677	                              3677	                              732	                                       732	
tutorial/script/tutorial 7.txt                              	            87	               87	               7	                        7	       434	          434	          99	                   99	                           3166	                              3166	                              527	                                       527	                           3487	                              3487	                              612	                                       612	
tutorial/script/tutorial 8.txt                              	            84	               84	               7	                        7	       455	          455	         123	                  123	                           3280	                              3280	                              645	                                       645	                           3624	                              3624	                              756	                                       756	
tutorial/tut01.txt                                          	           329	              329	             134	                      134	      1675	         1675	        1387	                 1387	                          11597	                             11597	                             6993	                                      6993	                          12849	                             12849	                             8174	                                      8174	
tutorial/tut02.txt                                          	           391	              391	             136	                      136	      2194	         2194	        1822	                 1822	                          15353	                             15353	                             9476	                                      9476	                          17054	                             17054	                            11094	                                     11094	
tutorial/tut03.txt                                          	           307	              307	             113	                      113	      1538	         1538	        1220	                 1220	                          11151	                             11151	                             6443	                                      6443	                          12319	                             12319	                             7490	                                      7490	
tutorial/tut04.txt                                          	           413	              413	             122	                      122	      2459	         2459	        1989	                 1989	                          17497	                             17497	                            10590	                                     10590	                          19435	                             19435	                            12375	                                     12375	
tutorial/tut05.txt                                          	           293	              293	              95	                       95	      1893	         1893	        1558	                 1558	                          12275	                             12275	                             7644	                                      7644	                          13792	                             13792	                             9045	                                      9045	
tutorial/tut06.txt                                          	           128	              128	              34	                       34	       567	          567	         423	                  423	                           4254	                              4254	                             2148	                                      2148	                           4662	                              4662	                             2515	                                      2515	
tutorial/tut07.txt                                          	           310	              310	              87	                       87	      1682	         1682	        1328	                 1328	                          12055	                             12055	                             6733	                                      6733	                          13353	                             13353	                             7918	                                      7918	
tutorial/tut08.txt                                          	           141	              141	              37	                       37	       894	          894	         726	                  726	                           6118	                              6118	                             3676	                                      3676	                           6840	                              6840	                             4348	                                      4348	
